Policy Area,Dataset,Variable,Year,Count,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date
Environment,Water Quality,Drinking Water Contaminants,2017,782.3591962,"Census Tract 4084.01, Los Angeles County, California",408401,Hacienda Heights,1400000US06037408401,"(34.018007, -117.9819095)",Drinking_Water_Contaminants_2017_1400000US06037408401,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,781.0562853,"Census Tract 4084.02, Los Angeles County, California",408402,Hacienda Heights,1400000US06037408402,"(34.012346, -118.007998)",Drinking_Water_Contaminants_2017_1400000US06037408402,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,866.0762571,"Census Tract 4085.01, Los Angeles County, California",408501,Hacienda Heights,1400000US06037408501,"(34.011155, -117.9683905)",Drinking_Water_Contaminants_2017_1400000US06037408501,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,780.5948207,"Census Tract 4085.03, Los Angeles County, California",408503,Hacienda Heights,1400000US06037408503,"(33.984682, -117.985573)",Drinking_Water_Contaminants_2017_1400000US06037408503,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,865.2494032,"Census Tract 4085.04, Los Angeles County, California",408504,Hacienda Heights,1400000US06037408504,"(33.9992735, -117.971451)",Drinking_Water_Contaminants_2017_1400000US06037408504,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,864.279342,"Census Tract 4085.05, Los Angeles County, California",408505,Hacienda Heights,1400000US06037408505,"(34.0016935, -117.980212)",Drinking_Water_Contaminants_2017_1400000US06037408505,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,271.2151286,"Census Tract 4086.23, Los Angeles County, California",408623,Hacienda Heights,1400000US06037408623,"(33.9957455, -117.9377215)",Drinking_Water_Contaminants_2017_1400000US06037408623,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,746.4028204,"Census Tract 4086.24, Los Angeles County, California",408624,Hacienda Heights,1400000US06037408624,"(33.9940835, -117.949281)",Drinking_Water_Contaminants_2017_1400000US06037408624,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,855.6001798,"Census Tract 4086.25, Los Angeles County, California",408625,Hacienda Heights,1400000US06037408625,"(33.989193, -117.9634505)",Drinking_Water_Contaminants_2017_1400000US06037408625,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,271.2151286,"Census Tract 4086.26, Los Angeles County, California",408626,Rowland Heights,1400000US06037408626,"(33.984523, -117.919022)",Drinking_Water_Contaminants_2017_1400000US06037408626,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,326.4739661,"Census Tract 4086.27, Los Angeles County, California",408627,Rowland Heights,1400000US06037408627,"(33.9754885, -117.925286)",Drinking_Water_Contaminants_2017_1400000US06037408627,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,683.398131,"Census Tract 4086.28, Los Angeles County, California",408628,Hacienda Heights,1400000US06037408628,"(33.9825995, -117.9424605)",Drinking_Water_Contaminants_2017_1400000US06037408628,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,838.3116644,"Census Tract 4086.29, Los Angeles County, California",408629,Hacienda Heights,1400000US06037408629,"(33.97933, -117.961636)",Drinking_Water_Contaminants_2017_1400000US06037408629,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,811.578849,"Census Tract 4086.30, Los Angeles County, California",408630,Hacienda Heights,1400000US06037408630,"(34.006434, -117.9562915)",Drinking_Water_Contaminants_2017_1400000US06037408630,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,809.8975899,"Census Tract 4086.31, Los Angeles County, California",408631,Hacienda Heights,1400000US06037408631,"(34.0007955, -117.9583205)",Drinking_Water_Contaminants_2017_1400000US06037408631,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,492.7842175,"Census Tract 4087.03, Los Angeles County, California",408703,Rowland Heights,1400000US06037408703,"(33.960901, -117.8902285)",Drinking_Water_Contaminants_2017_1400000US06037408703,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,308.2705508,"Census Tract 4087.04, Los Angeles County, California",408704,Rowland Heights,1400000US06037408704,"(33.9807035, -117.8942965)",Drinking_Water_Contaminants_2017_1400000US06037408704,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,310.8293857,"Census Tract 4087.05, Los Angeles County, California",408705,Rowland Heights,1400000US06037408705,"(33.981461, -117.8780945)",Drinking_Water_Contaminants_2017_1400000US06037408705,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,308.9995002,"Census Tract 4087.06, Los Angeles County, California",408706,Rowland Heights,1400000US06037408706,"(33.9770295, -117.87052)",Drinking_Water_Contaminants_2017_1400000US06037408706,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,271.2151286,"Census Tract 4087.22, Los Angeles County, California",408722,Rowland Heights,1400000US06037408722,"(33.9698315, -117.9034445)",Drinking_Water_Contaminants_2017_1400000US06037408722,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,271.2151286,"Census Tract 4087.23, Los Angeles County, California",408723,Rowland Heights,1400000US06037408723,"(33.977858, -117.901395)",Drinking_Water_Contaminants_2017_1400000US06037408723,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,271.2151286,"Census Tract 4087.24, Los Angeles County, California",408724,Rowland Heights,1400000US06037408724,"(33.984203, -117.9030725)",Drinking_Water_Contaminants_2017_1400000US06037408724,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,718.4594673,"Census Tract 4088, Los Angeles County, California",408800,Pomona,1400000US06037408800,"(34.0571575, -117.7501715)",Drinking_Water_Contaminants_2017_1400000US06037408800,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,339.7831901,"Census Tract 4300.02, Los Angeles County, California",430002,Duarte,1400000US06037430002,"(34.13847, -117.953691)",Drinking_Water_Contaminants_2017_1400000US06037430002,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,395.2883357,"Census Tract 4300.03, Los Angeles County, California",430003,Monrovia,1400000US06037430003,"(34.1682255, -117.942383)",Drinking_Water_Contaminants_2017_1400000US06037430003,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,396.9672107,"Census Tract 4301.01, Los Angeles County, California",430101,Duarte,1400000US06037430101,"(34.13806, -117.976469)",Drinking_Water_Contaminants_2017_1400000US06037430101,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,339.7831901,"Census Tract 4301.02, Los Angeles County, California",430102,Duarte,1400000US06037430102,"(34.126938, -117.978573)",Drinking_Water_Contaminants_2017_1400000US06037430102,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,389.6957113,"Census Tract 4302, Los Angeles County, California",430200,Bradbury,1400000US06037430200,"(34.1543995, -117.968573)",Drinking_Water_Contaminants_2017_1400000US06037430200,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,732.4719732,"Census Tract 4303.01, Los Angeles County, California",430301,Monrovia,1400000US06037430301,"(34.172824, -117.9820805)",Drinking_Water_Contaminants_2017_1400000US06037430301,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,727.3493645,"Census Tract 4303.02, Los Angeles County, California",430302,Monrovia,1400000US06037430302,"(34.1560235, -118.0059215)",Drinking_Water_Contaminants_2017_1400000US06037430302,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,936.9040621,"Census Tract 4304, Los Angeles County, California",430400,Arcadia,1400000US06037430400,"(34.1624785, -118.0241555)",Drinking_Water_Contaminants_2017_1400000US06037430400,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,888.9565449,"Census Tract 4305.01, Los Angeles County, California",430501,Sierra Madre,1400000US06037430501,"(34.173047, -118.04891)",Drinking_Water_Contaminants_2017_1400000US06037430501,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,796.0676774,"Census Tract 4305.02, Los Angeles County, California",430502,Sierra Madre,1400000US06037430502,"(34.161851, -118.0532625)",Drinking_Water_Contaminants_2017_1400000US06037430502,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,943.7810936,"Census Tract 4306, Los Angeles County, California",430600,Sierra Madre,1400000US06037430600,"(34.1573315, -118.0497665)",Drinking_Water_Contaminants_2017_1400000US06037430600,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,943.3495643,"Census Tract 4307.01, Los Angeles County, California",430701,Arcadia,1400000US06037430701,"(34.13986, -118.0557935)",Drinking_Water_Contaminants_2017_1400000US06037430701,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,877.4926463,"Census Tract 4307.21, Los Angeles County, California",430721,Arcadia,1400000US06037430721,"(34.137955, -118.0428805)",Drinking_Water_Contaminants_2017_1400000US06037430721,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,869.109282,"Census Tract 4307.23, Los Angeles County, California",430723,Arcadia,1400000US06037430723,"(34.1299445, -118.058709)",Drinking_Water_Contaminants_2017_1400000US06037430723,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,869.1513162,"Census Tract 4307.24, Los Angeles County, California",430724,Arcadia,1400000US06037430724,"(34.126758, -118.058631)",Drinking_Water_Contaminants_2017_1400000US06037430724,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,870.3537937,"Census Tract 4308.01, Los Angeles County, California",430801,Arcadia,1400000US06037430801,"(34.1375775, -118.0259295)",Drinking_Water_Contaminants_2017_1400000US06037430801,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,867.9759373,"Census Tract 4308.02, Los Angeles County, California",430802,Arcadia,1400000US06037430802,"(34.126444, -118.020276)",Drinking_Water_Contaminants_2017_1400000US06037430802,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,866.8369649,"Census Tract 4308.03, Los Angeles County, California",430803,Arcadia,1400000US06037430803,"(34.114675, -118.020923)",Drinking_Water_Contaminants_2017_1400000US06037430803,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,722.6550522,"Census Tract 4309.01, Los Angeles County, California",430901,Monrovia,1400000US06037430901,"(34.1406955, -118.01286)",Drinking_Water_Contaminants_2017_1400000US06037430901,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,723.311271,"Census Tract 4309.02, Los Angeles County, California",430902,Monrovia,1400000US06037430902,"(34.1364995, -118.0127975)",Drinking_Water_Contaminants_2017_1400000US06037430902,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,724.8709203,"Census Tract 4310.01, Los Angeles County, California",431001,Monrovia,1400000US06037431001,"(34.148164, -118.0057195)",Drinking_Water_Contaminants_2017_1400000US06037431001,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,430.7404596,"Census Tract 4310.02, Los Angeles County, California",431002,Monrovia,1400000US06037431002,"(34.1455095, -117.983079)",Drinking_Water_Contaminants_2017_1400000US06037431002,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,588.9730954,"Census Tract 4311, Los Angeles County, California",431100,Monrovia,1400000US06037431100,"(34.1351215, -117.9958)",Drinking_Water_Contaminants_2017_1400000US06037431100,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,615.2809013,"Census Tract 4312, Los Angeles County, California",431200,Mayflower Village,1400000US06037431200,"(34.124229, -117.9953005)",Drinking_Water_Contaminants_2017_1400000US06037431200,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,799.4954184,"Census Tract 4313, Los Angeles County, California",431300,Mayflower Village,1400000US06037431300,"(34.1248395, -118.007363)",Drinking_Water_Contaminants_2017_1400000US06037431300,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,806.6234581,"Census Tract 4314, Los Angeles County, California",431400,Mayflower Village,1400000US06037431400,"(34.111617, -118.0087095)",Drinking_Water_Contaminants_2017_1400000US06037431400,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,878.2395884,"Census Tract 4315.01, Los Angeles County, California",431501,Temple City,1400000US06037431501,"(34.0998655, -118.033)",Drinking_Water_Contaminants_2017_1400000US06037431501,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,891.0031838,"Census Tract 4315.02, Los Angeles County, California",431502,Arcadia,1400000US06037431502,"(34.1022305, -118.0190775)",Drinking_Water_Contaminants_2017_1400000US06037431502,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,867.5603581,"Census Tract 4316, Los Angeles County, California",431600,Arcadia,1400000US06037431600,"(34.109675, -118.04223)",Drinking_Water_Contaminants_2017_1400000US06037431600,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,870.7852621,"Census Tract 4317, Los Angeles County, California",431700,Arcadia,1400000US06037431700,"(34.121786, -118.0430065)",Drinking_Water_Contaminants_2017_1400000US06037431700,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,809.2149512,"Census Tract 4318, Los Angeles County, California",431800,East San Gabriel,1400000US06037431800,"(34.1196565, -118.060933)",Drinking_Water_Contaminants_2017_1400000US06037431800,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,831.8040851,"Census Tract 4319, Los Angeles County, California",431900,Temple City,1400000US06037431900,"(34.1103835, -118.0601525)",Drinking_Water_Contaminants_2017_1400000US06037431900,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,888.8148473,"Census Tract 4320, Los Angeles County, California",432000,Temple City,1400000US06037432000,"(34.1021645, -118.05255)",Drinking_Water_Contaminants_2017_1400000US06037432000,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,808.0065225,"Census Tract 4321.01, Los Angeles County, California",432101,Temple City,1400000US06037432101,"(34.095852, -118.0428825)",Drinking_Water_Contaminants_2017_1400000US06037432101,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,890.2247675,"Census Tract 4321.02, Los Angeles County, California",432102,Temple City,1400000US06037432102,"(34.0920835, -118.0583895)",Drinking_Water_Contaminants_2017_1400000US06037432102,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,642.1666458,"Census Tract 4322.01, Los Angeles County, California",432201,Rosemead,1400000US06037432201,"(34.0877335, -118.0829205)",Drinking_Water_Contaminants_2017_1400000US06037432201,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,900.3520171,"Census Tract 4322.02, Los Angeles County, California",432202,Rosemead,1400000US06037432202,"(34.087255, -118.072769)",Drinking_Water_Contaminants_2017_1400000US06037432202,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,800.4918498,"Census Tract 4323, Los Angeles County, California",432300,El Monte,1400000US06037432300,"(34.08602, -118.0440085)",Drinking_Water_Contaminants_2017_1400000US06037432300,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,780.8087442,"Census Tract 4324.01, Los Angeles County, California",432401,El Monte,1400000US06037432401,"(34.090727, -118.0227495)",Drinking_Water_Contaminants_2017_1400000US06037432401,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,865.3290878,"Census Tract 4324.02, Los Angeles County, California",432402,El Monte,1400000US06037432402,"(34.0855885, -118.027564)",Drinking_Water_Contaminants_2017_1400000US06037432402,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,934.3623945,"Census Tract 4325, Los Angeles County, California",432500,El Monte,1400000US06037432500,"(34.095687, -118.006679)",Drinking_Water_Contaminants_2017_1400000US06037432500,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,747.5837555,"Census Tract 4326.01, Los Angeles County, California",432601,El Monte,1400000US06037432601,"(34.082497, -118.014655)",Drinking_Water_Contaminants_2017_1400000US06037432601,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,770.5318633,"Census Tract 4326.02, Los Angeles County, California",432602,El Monte,1400000US06037432602,"(34.081728, -118.005815)",Drinking_Water_Contaminants_2017_1400000US06037432602,1/1/17
